SchoolID,School,District,DistID
1241,Buena Vista Elementary School,Eugene SD 4J,2082
1242,Corridor Elementary School,Eugene SD 4J,2082
1243,Lane Middle School,Portland SD 1J,2180
1244,Chapman Hill Elementary School,Salem-Keizer SD 24J,2142
1246,Merrick School,Clackamas ESD,1902
1248,Colton Middle School,Colton SD 53,1927
1250,Therapeutic Learning Center,Douglas ESD,1980
1252,The Child Center,Springfield SD 19,2083
1254,Reynolds Middle School,Reynolds SD 7,2182
1257,Klamath Youth Development Center,Klamath Falls City Schools,2056
1259,Yujin Gakuen Elementary School,Eugene SD 4J,2082
1260,Polk ADTC,Dallas SD 2,2190
1264,Mount Scott Elementary School,North Clackamas SD 12,1924
1266,Three Rivers Elementary School,Bend-LaPine Administrative SD 1,1976
1267,Lincoln Elementary School,Woodburn SD 103,2146
1268,French Prairie Middle School,Woodburn SD 103,2146
1270,Sexton Mountain Elementary School,Beaverton SD 48J,2243
1271,Old Mill Center for Children & Families,Linn Benton Lincoln ESD,2098
1272,Boeckman Creek Primary School,West Linn-Wilsonville SD 3J,1922
1275,Family Solutions - Grants Pass,Grants Pass SD 7,2054
1277,Jackson Middle School,Portland SD 1J,2180
1278,Markham Elementary School,Portland SD 1J,2180
1279,"Morrison Child & Family Services, Hand In Hand ",Portland SD 1J,2180
1281,Nickerson Center ADTP,Portland SD 1J,2180
1284,Lifeworks Northwest,Northwest Regional ESD,2230
1285,Jackson Elementary School,Hillsboro SD 1J,2239
1286,Willamette Primary School,West Linn-Wilsonville SD 3J,1922
1287,Athey Creek Middle School,West Linn-Wilsonville SD 3J,1922
1288,Oak Creek Elementary School,Lake Oswego SD 7J,1923
1289,North Lake School,North Lake SD 14,2061
1291,Dayton Jr High School,Dayton SD 8,2253
1293,Sisters Middle School,Sisters SD 6,1978
1294,Sisters High School,Sisters SD 6,1978
1295,Culver Middle School,Culver SD 4,2050
1297,Territorial Elementary School,Junction City SD 69,2091
1298,Helensview High School,Multnomah ESD,2148
1299,Rieke Elementary School,Portland SD 1J,2180
1300,Hazelbrook Middle School,Tigard-Tualatin SD 23J,2242
1301,Tualatin High School,Tigard-Tualatin SD 23J,2242
1302,Tobias Elementary School,Hillsboro SD 1J,2239
1303,Nancy Ryles Elementary School,Beaverton SD 48J,2243
1304,Arts and Communication Magnet Academy,Beaverton SD 48J,2243
1305,Community School,Beaverton SD 48J,2243
1307,Cecile Trost Elementary School,Canby SD 86,1929
1308,Elk Meadow Elementary School,Bend-LaPine Administrative SD 1,1976
1309,High Desert Middle School,Bend-LaPine Administrative SD 1,1976
1310,LaPine Middle School,Bend-LaPine Administrative SD 1,1976
1311,Central Linn Elementary School,Central Linn SD 552,2105
1312,Clear Creek Middle School,Gresham-Barlow SD 10J,2183
1313,Kelly Creek Elementary School,Gresham-Barlow SD 10J,2183
1314,School of Science & Technology,Beaverton SD 48J,2243
1315,Duniway Middle School,McMinnville SD 40,2256
1317,Lava Ridge Elementary School,Bend-LaPine Administrative SD 1,1976
1319,Conestoga Middle School,Beaverton SD 48J,2243
1320,Westview High School,Beaverton SD 48J,2243
1321,Monroe Grade School,Monroe SD 1J,1898
1322,Franklin School,Corvallis SD 509J,1901
1323,Wilsonville High School,West Linn-Wilsonville SD 3J,1922
1324,Amity Creek Elementary School,Bend-LaPine Administrative SD 1,1976
1325,Vern Patrick Elementary School,Redmond SD 2J,1977
1326,Elton Gregory Middle School,Redmond SD 2J,1977
1329,Crossler Middle School,Salem-Keizer SD 24J,2142
1330,Houck Middle School,Salem-Keizer SD 24J,2142
1331,Stephens Middle School,Salem-Keizer SD 24J,2142
1333,Sandstone Middle School,Hermiston SD 8,2206
1334,Archer Glen Elementary School,Sherwood SD 88J,2244
1335,Antonia Crater Elementary School,Newberg SD 29J,2254
1336,Chehalem Valley Middle School,Newberg SD 29J,2254
1337,Cecil Sly Elementary School,Crook County SD,1970
1338,Marshall High School,Bend-LaPine Administrative SD 1,1976
1339,Family School,Eugene SD 4J,2082
1343,Reynolds Learning Academy,Reynolds SD 7,2182
1345,Riverdale High School,Riverdale SD 51J,2188
1350,Abraham Lincoln Elementary,Medford SD 549C,2048
1351,Parkside Elementary,Grants Pass SD 7,2054
1352,Riverbend Elementary School,Springfield SD 19,2083
1353,Agnes Stewart Middle School,Springfield SD 19,2083
1354,Gateways High School,Springfield SD 19,2083
1355,Isaac Newton Magnet School,Lincoln County SD,2097
1357,Vale Middle School,Vale SD 84,2116
1358,Howard Street Charter,Salem-Keizer SD 24J,2142
1359,Heritage Elementary,Woodburn SD 103,2146
1360,Valor Middle School,Woodburn SD 103,2146
1363,da Vinci Middle School,Portland SD 1J,2180
1364,Winterhaven School,Portland SD 1J,2180
1365,Woodland Elementary,Reynolds SD 7,2182
1367,Centennial Park School,Centennial SD 28J,2185
1368,Century High School,Hillsboro SD 1J,2239
1369,Deer Creek Elementary School,Tigard-Tualatin SD 23J,2242
1370,Findley Elementary,Beaverton SD 48J,2243
1380,Oregon State University Child Development Center,ODE Head Start,4371
1395,Clackamas County Childrens Commission,ODE Head Start,4371
1481,Community Works/Lithia Springs School,Ashland SD 5,2041
1487,Southern Oregon Head Start,ODE Head Start,4371
1528,Head Start of Lane County,ODE Head Start,4371
1648,Morrison Center Counterpoint Program,Multnomah ESD,2148
1649,Mt Hood Community College Head Start Mt Hood Site,ODE Head Start,4371
1773,Jefferson County Middle School,Jefferson County SD 509J,2053
1774,Edgewood Community Elementary School,Eugene SD 4J,2082
1782,Kairos - New Beginnings,Three Rivers/Josephine County SD,2055
1789,SAFE Center School,Springfield SD 19,2083
1791,Al Kennedy Alternative High School,South Lane SD 45J3,2087
1792,Jasper Mountain Center,Springfield SD 19,2083
1800,Legacy Emanuel Hospital (educational program),Multnomah ESD,2148
1806,Shriners Hospital (educational program) ,Multnomah ESD,2148
1819,Oregon State Hospital Portland (educational program),Multnomah ESD,2148
1827,Robert S Farrell High School,ODE YCEP District,3477
1828,William P Lord High School,ODE YCEP District,3477
1832,Oregon School for the Deaf,Oregon Department of Education,2336
2258,Monroe School,ODE YCEP District,3477
2260,Newbridge High School,ODE YCEP District,3477
2263,Walt Morey Middle School,Reynolds SD 7,2182
2264,Meadow View School,Bethel SD 52,2088
2270,Homestead Youth & Family Services,Pendleton SD 16,2207
2273,Janus Youth Programs--Cordero House,Tigard-Tualatin SD 23J,2242
2275,"Morrison Child & Family Services, Breakthrough",Portland SD 1J,2180
2286,"Northwest Regional Education Service District, Columbia Serv",Northwest Regional ESD,2230
2287,South Coast ESD EI/ECSE - Coos/Curry,Linn-Benton-Lincoln ESD EI/ECSE (Area 4),2323
2293,Central Oregon Regional Program,High Desert ESD,1975
2294,High Desert ESD EI/ECSE - Deschutes (Area 2),High Desert ESD,1975
2296,North Central ESD EI/ECSE - Gilliam,High Desert ESD EI/ECSE - Deschutes (Area 2),2294
2298,Harney ESD EI/ECSE,High Desert ESD EI/ECSE - Deschutes (Area 2),2294
2299,Hood River County SD - EI/ECSE,David Douglas School District EI/ECSE (Area 6),2342
2300,The Next Door,Hood River County SD,2024
2303,Southern Oregon Regional Program,Southern Oregon ESD,2025
2307,High Desert ESD EI/ECSE-Warm Springs Early Childhood Center,High Desert ESD EI/ECSE - Deschutes (Area 2),2294
2309,EC Intervention Klamath Falls City SD EI/ECSE - Klamath,Douglas ESD EI/ECSE (Area 3),2295
2312,Lake ESD EI/ECSE,Douglas ESD EI/ECSE (Area 3),2295
2316,Stepping Stone Lodge,Eugene SD 4J,2082
2317,Lane Regional Program,Lane ESD,2064
2319,EC Cares EI/ECSE - Lane,Lane ESD-EI/ECSE (Area 7),2318
2322,Cascade Regional Program,Linn Benton Lincoln ESD,2098
2324,Malheur ESD EI/ECSE,InterMountain ESD EI/ECSE-Umatilla (Area 1),2366
2334,Oregon State Hospital Salem (educational program),Willamette ESD,2117
2356,Columbia Regional Program,Portland SD 1J,2180
2364,North Central ESD EI/ECSE-Sherman,High Desert ESD EI/ECSE - Deschutes (Area 2),2294
2365,"Northwest Regional Education Service District, Tillamook Ser",Northwest Regional ESD,2230
2371,Eastern Oregon Regional Program,InterMountain ESD,2200
2373,Columbia Gorge ESD EI/ECSE-Wasco,David Douglas School District EI/ECSE (Area 6),2342
2376,Oak Grove Academy,Northwest Regional ESD,2230
2377,Northwest Regional Program,Northwest Regional ESD,2230
2380,North Central ESD EI/ECSE-Wheeler,High Desert ESD EI/ECSE - Deschutes (Area 2),2294
2385,South Jetty High School,ODE YCEP District,3477
2386,RiverBend High School,ODE YCEP District,3477
2387,Ocean Dunes High School,ODE YCEP District,3477
2392,Welches Middle School,Oregon Trail SD 46,1926
2413,Forest Park Elementary School,Portland SD 1J,2180
2434,Family Solutions - Ashland,Ashland SD 5,2041
2512,United Community Action Network Head Start,ODE Head Start,4371
2513,Albina Head Start,ODE Head Start,4371
2516,The Childrens Learning Center,ODE Head Start,4371
2517,Community Action Team,ODE Head Start,4371
2519,Eastern Oregon Head Start,ODE Head Start,4371
2522,Kids and Company of Linn County (KIDCO) Head Start,ODE Head Start,4371
2523,Klamath Family Head Start,ODE Head Start,4371
2525,Community Services Consortium,ODE Head Start,4371
2526,Malheur County Child Development Center OPP Head Start Site ,ODE Head Start,4371
2527,Mid-Columbia Childrens Council Inc,ODE Head Start,4371
2529,Neighborhood House,ODE Head Start,4371
2530,Oregon Child Development Coalition (OCDC) of Marion County,ODE Head Start,4371
2531,Portland Public Schools Head Start,ODE Head Start,4371
2539,Community Action Head Start of Washington County,ODE Head Start,4371
2541,Head Start of Yamhill County,ODE Head Start,4371
2714,Durham Center,Tigard-Tualatin SD 23J,2242
2716,Columbia County Education Campus,St Helens SD 502,1948
2723,Harrisburg Middle School,Harrisburg SD 7J,2099
2728,Sheridan Japanese School,Sheridan SD 48J,2257
2732,Sheridan Spartan Academy,Sheridan SD 48J,2257
2733,Sojourner School,North Clackamas SD 12,1924
2734,Sabin-Schellenberg Professional-Technical Center,North Clackamas SD 12,1924
2735,Oregon City Service Learning Academy,Oregon City SD 62,1928
2781,Scholls Heights Elementary School,Beaverton SD 48J,2243
2782,Stoller Middle School,Beaverton SD 48J,2243
2783,Southridge High School,Beaverton SD 48J,2243
2784,Grandhaven Elementary School,McMinnville SD 40,2256
2787,Rosemont Ridge Middle School,West Linn-Wilsonville SD 3J,1922
2792,Baker County Jail,Baker SD 5J,1894
2793,Benton County Jail,Corvallis SD 509J,1901
2794,Clackamas County Jail,Oregon City SD 62,1928
2795,Clatsop County Jail,Astoria SD 1,1933
2796,Columbia County Jail,St Helens SD 502,1948
2797,Coos County Jail,Coquille SD 8,1964
2798,Crook County Jail,Crook County SD,1970
2799,Curry County Jail,Central Curry SD 1,1972
2800,Deschutes County Justice Center,Bend-LaPine Administrative SD 1,1976
2801,Douglas County Jail,Douglas County SD 4,1991
2802,Grant County Jail,John Day SD 3,2008
2803,Harney County Jail,Harney County SD 3,2014
2804,Hood River County Jail,Hood River County SD,2024
2805,Jackson County Jail,Medford SD 549C,2048
2806,Jefferson County Jail,Jefferson County SD 509J,2053
2807,Josephine County Jail,Grants Pass SD 7,2054
2808,Klamath County Jail,Klamath Falls City Schools,2056
2809,Lake County Jail,Lake County SD 7,2059
2810,Lane County Jail,Eugene SD 4J,2082
2811,Lincoln County Jail,Lincoln County SD,2097
2812,Linn County Jail,Greater Albany Public SD 8J,2100
2813,Malheur County Jail,Vale SD 84,2116
2814,Marion County Jail,Salem-Keizer SD 24J,2142
2815,Multnomah County Jail,Portland SD 1J,2180
2816,Polk County Jail,Dallas SD 2,2190
2817,Tillamook County Jail,Tillamook SD 9,2197
2818,Umatilla County Jail,Pendleton SD 16,2207
2819,Union County Corrections Facility,La Grande SD 1,2212
2820,Wasco County Jail,North Wasco County SD 21,4131
2821,Washington County Jail,Hillsboro SD 1J,2239
2822,Yamhill County Jail,McMinnville SD 40,2256
2831,COIC Skill Lab,ODE JDEP District,3476
2832,Mt Nebo Alt Ed,ODE JDEP District,3476
2836,Jackson County Juvenile,ODE JDEP District,3476
2839,Klamath County Juvenile,ODE JDEP District,3476
2841,Lane County Dept of Youth,ODE JDEP District,3476
2842,Lincoln County Juvenile,ODE JDEP District,3476
2843,Linn County Juvenile Detention,ODE JDEP District,3476
2846,Marion County Juvenile Detention,ODE JDEP District,3476
2848,Donald E Long School,ODE JDEP District,3476
2858,Yamhill County Juvenile,ODE JDEP District,3476
2929,NeighborImpact,ODE Head Start,4371
2939,Community Action Head Start of Marion & Polk Counties,ODE Head Start,4371
2994,Lourdes School,Scio SD 95,2103
3029,Metsker Heights at Rainbow Family Services,Willamette ESD,2117
3037,South Coast Head Start,ODE Head Start,4371
3075,Umatilla-Morrow Head Start - Umatilla Center,ODE Head Start,4371
3129,NORCOR Education Detention Center,ODE JDEP District,3476
3132,Rockville Elementary School,Jordan Valley SD 3,2107
3146,North Marion Primary School,North Marion SD 15,2141
3147,Lake Creek Learning Center,Eagle Point SD 9,2043
3150,Kairos - Three Bridges,Three Rivers/Josephine County SD,2055
3159,Paul L Patterson Elementary School,Hillsboro SD 1J,2239
3160,Orenco Elementary School,Hillsboro SD 1J,2239
3162,Clemens Primary School,Philomath SD 17J,1900
3168,Arata Creek School,Multnomah ESD,2148
3198,Spring Mountain Elementary School,North Clackamas SD 12,1924
3215,Miller Elementary School,Salem-Keizer SD 24J,2142
3216,Summit High School,Bend-LaPine Administrative SD 1,1976
3217,Sky View Middle School,Bend-LaPine Administrative SD 1,1976
3218,High Lakes Elementary School,Bend-LaPine Administrative SD 1,1976
3219,Highland School at Kenwood Elementary School,Bend-LaPine Administrative SD 1,1976
3221,Westside Village Magnet School at Kingston Elementary School,Bend-LaPine Administrative SD 1,1976
3222,Middleton Elementary School,Sherwood SD 88J,2244
3227,Destinations Academy,Coos Bay SD 9,1965
3229,Village School,Eugene SD 4J,2082
3233,Ridgeline Montessori,Eugene SD 4J,2082
3240,Lincoln City Career Technical High School,Lincoln County SD,2097
3247,Armadillo Technical Institute,Phoenix-Talent SD 4,2039
3342,Oak Grove Elementary,North Clackamas SD 12,1924
3347,Burnt River School,Burnt River SD 30J,1896
3348,Days Creek Charter School,Douglas County SD 15,1993
3349,Prairie City School,Prairie City SD 4,2009
3350,Monument School,Monument SD 8,2010
3351,Huntington School,Huntington SD 16J,1895
3352,Jewell School,Jewell SD 8,1934
3353,Dayville School,Dayville SD 16J,2011
3356,Prospect Charter School,Prospect SD 59,2045
3360,Paisley School,Paisley SD 11,2060
3361,Eddyville Charter School,Lincoln County SD,2097
3362,Harper Charter School,Harper SD 66,2114
3363,Ione Community Charter School,Ione SD R2,3997
3364,Helix School,Helix SD 1,2201
3365,North Powder Charter School,North Powder SD 8J,2214
3366,Long Creek School,Long Creek SD 17,2012
3369,Sitka Academy,Willamette ESD,2117
3372,Cascade Locks School,Hood River County SD,2024
3373,Claggett Creek Middle School,Salem-Keizer SD 24J,2142
3374,Weddle Elementary School,Salem-Keizer SD 24J,2142
3375,Lamb Elementary School,Salem-Keizer SD 24J,2142
3376,Hammond Elementary School,Salem-Keizer SD 24J,2142
3377,Hallman Elementary School,Salem-Keizer SD 24J,2142
3378,Perrydale School,Perrydale SD 21,2192
3400,Camas Valley School,Camas Valley SD 21J,1995
3401,Triangle Lake Charter School,Blachly SD 90,2095
3402,Dufur School,Dufur SD 29,2229
3403,Spray School,Spray SD 1,2247
3404,Mitchell School,Mitchell SD 55,2249
3426,Desert View Elementary School,Hermiston SD 8,2206
3432,Ukiah School,Ukiah SD 80R,2210
3433,Echo School,Echo SD 5,2203
3434,Cove Charter School,Cove SD 15,2216
3437,Jacob Wismer Elementary School,Beaverton SD 48J,2243
3440,Kings Valley Charter School,Philomath SD 17J,1900
3448,REALMS (Rimrock Expeditionary Alternative Learning Middle Sc,Bend-LaPine Administrative SD 1,1976
3451,Opal School of the Portland Children's Museum,Portland SD 1J,2180
3452,Three Rivers Charter School,West Linn-Wilsonville SD 3J,1922
3455,Bolton Primary School,West Linn-Wilsonville SD 3J,1922
3458,Big Muddy Elementary,Jefferson County SD 509J,2053
3461,Luckiamute Valley Charter School,Dallas SD 2,2190
3463,West Salem High School,Salem-Keizer SD 24J,2142
3464,Ash Creek Elementary School,Central SD 13J,2191
3490,Multisensory Learning Academy,Reynolds SD 7,2182
3493,EAGLE CAP Innovative HS,Baker SD 5J,1894
3503,Riverview School,Lebanon Community SD 9,2101
3504,Pioneer School,Lebanon Community SD 9,2101
3505,Sand Ridge Charter School,Lebanon Community SD 9,2101
3510,Clackamas ESD Prekindergarten,ODE Head Start,4371
3525,Earl Boyles Elementary,David Douglas SD 40,2187
3526,Lee Elementary School,Salem-Keizer SD 24J,2142
3528,Optimum Learning Environment Charter School,Salem-Keizer SD 24J,2142
3529,Forest Ridge Elementary School,Salem-Keizer SD 24J,2142
3530,Alder Creek Middle School,North Clackamas SD 12,1924
3536,Imlay Elementary School,Hillsboro SD 1J,2239
3542,Salem-Keizer Prekindergarten Head Start,ODE Head Start,4371
3543,Hogan Cedars Elementary School,Gresham-Barlow SD 10J,2183
3553,Center for Advanced Learning,Gresham-Barlow SD 10J,2183
3554,Central Medford High School,Medford SD 549C,2048
3566,Kalapuya High School,Bethel SD 52,2088
3567,Prairie Mountain School,Bethel SD 52,2088
3569,Lewis & Clark Elementary School,St Helens SD 502,1948
3577,Springwater Trail High School,Gresham-Barlow SD 10J,2183
3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Tigard-Tualatin SD 23J,2242
3580,Arthur Academy,David Douglas SD 40,2187
3582,Catholic Community Services,Salem-Keizer SD 24J,2142
3584,Parry Center SCIP,Portland SD 1J,2180
3615,Lighthouse Charter School,North Bend SD 13,1966
3616,Trillium ,Portland SD 1J,2180
3624,Brockway Elementary School,Winston-Dillard SD 116,2002
3649,Butler Creek Elementary School,Centennial SD 28J,2185
3652,Family Solutions - Central Point,Central Point SD 6,2042
3653,Family Solutions - Medford,Medford SD 549C,2048
3672,Confederated Tribes of Grand Ronde Community of Oregon,ODE Head Start,4371
3676,Confederated Tribes of the Warm Springs Reservation,ODE Head Start,4371
3740,Burns Alternative School,Harney County SD 3,2014
3913,Boones Ferry Primary School,West Linn-Wilsonville SD 3J,1922
3947,Pine Ridge Elementary,Bend-LaPine Administrative SD 1,1976
3950,Albany Options School,Greater Albany Public SD 8J,2100
3986,Fern Hill Elementary School,Forest Grove SD 15,2241
3989,Salish Ponds Elementary School,Reynolds SD 7,2182
3990,Oregon Coast Technology School,North Bend SD 13,1966
3991,Emerson School,Portland SD 1J,2180
4004,New Urban High School,North Clackamas SD 12,1924
4005,El Puente,North Clackamas SD 12,1924
4018,Liberty High School,Hillsboro SD 1J,2239
4020,Eagle Rock Elementary School,Eagle Point SD 9,2043
